response_id,session_id,learning_objective_id,learning_objective
echjpqt,cyrbgwb,apsqsjm,Writing hundredths as decimals.
echwllv,gebijvi,jhhktze,Grouping and counting in 10s. 
eciwxyt,bwecjbo,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
ecjhkes,bsskieh,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
ecjpvjj,kjgwfvi,kffybwf,Using Circle Theorems
ecjwmpx,ijnafhw,nixdzua,Adding and subtracting fractions with the same denominator.
ecjyxdu,galelxm,colhpld,Finding the difference. 
eckdibv,esgnjyw,cpgyqua,Writing tenths as decimals.
eckfeap,lzyixyd,jfiewtm,Finding missing numbers using the inverse. 
eckifaq,bnmokpb,folqlut,Comparing numbers with up to 2 decimal places using money.
eckqiqh,ddlobqy,bgeynjl,Adding and subtracting fractions within 1.
eclfppl,azfycci,ittdkew,Finding equivalent fractions.
eclheel,kqyebbb,bvaxfzg,Adding and subtracting fractions with different denominators.
eclpznp,hnheesi,dwfrhvb,Adding or subtracting tenths or hundredths.
eclzuvg,bswpvjl,jdoxrqi,Averages and range
ecmeklf,mueiccu,hrpfpoj,Using fact families to multiply and divide.
ecmfyac,fhphlxg,fhbcvwv,Working with Ratio
ecmhmfr,dqqnffn,cpgyqua,Writing tenths as decimals.
ecmifsg,nwcduwg,dzbfsdd,Finding square numbers.
ecmlofb,apblevz,ctagocd,Comparing and ordering simple fractions.
ecnfluv,lefwcnh,nlerqfa,Describing 2D shapes. 
ecnlurp,jbuoepo,krfuudx,Counting in multiples.
ecnmfls,ezkjvee,invpjcq,"Comparing acute, obtuse and reflex angles."
ecomldb,fqoqmdr,meidvtf,Calculating Percentages
ecoqbex,iuhobhd,dzbfsdd,Finding square numbers.
ecortuf,bdhyoqu,bkqtsxc,Using rounding to estimate and check answers to calculations
ecpqwmd,lgcfjoj,hrpfpoj,Using fact families to multiply and divide.
ecpvpit,apwhzpt,gsowtvc,Solving real-life problems with bar models.
ecpyage,ludctsu,luxensj,Comparing numbers with up to 2 decimal places.
ecqeoxs,fzmwpuo,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
ecqgqsk,iuofswc,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
ecqiyky,dlqbwms,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
ecqtojo,btdwsvs,mcnzvid,Developing Fluency with Addition and Subtraction
ecqwcrh,jbzthrh,ctnktuy,Using diagrams to show equivalent fractions.
ecqxnvk,fgjxrse,bllttmr,Writing percentages as fractions and decimals.
ecralfd,jdxacue,hqkuhmz,Working with Prime Factorisation 
ecrgpvt,bpnmspi,mlfcler,Adding and subtracting decimals using known facts.
ecriekp,bwuolxx,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
ecrstln,bbtlftc,npjzxlw,Finding common multiples.
ecscgpp,mowkcvz,meqpwaq,Solving real-life problems with remainders.
ecsxjuo,ghumcof,klriafb,Dividing using short division.
ectagcx,fqsezpy,ctnktuy,Using diagrams to show equivalent fractions.
ectghkf,lpsdxle,bvaxfzg,Adding and subtracting fractions with different denominators.
ectjeaw,ezobolg,famwnbp,Dividing numbers by 100.
ecvbgec,cudtvct,kgxqvtl,"Using 2x, 5x and 10x table. "
ecvgzlc,grpbawy,nixdzua,Adding and subtracting fractions with the same denominator.
ecwfaii,gbqlemu,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
ecwfsxh,jdrbqum,awpcdkl,Partitioning in different ways with decimals.
ecwiaxy,jsjxebn,jtdvfzo,Dividing using short division with exchange.
ecwntpj,degmyjy,ahgjnev,Finding percentages of an amount.
ecxihid,hduooye,bvaxfzg,Adding and subtracting fractions with different denominators.
ecxuezx,erqbixk,bgeynjl,Adding and subtracting fractions within 1.
ecydmhd,nlhjqro,khgykop,"Ordering numbers up to 1,000,000."
ecyksyb,fvsdnkl,khgykop,"Ordering numbers up to 1,000,000."
ecylazb,aowcrlo,awpcdkl,Partitioning in different ways with decimals.
ecystzw,jqfjqao,esfbggf,Expanding and Factorising Single Brackets
ecywttc,kuxbfaw,hxfxwtw,Finding percentages of amounts without using a calculator.
ecyyejd,niupvsv,mlkxdrb,Solving area and perimeter problems.
eczbvrs,cvqnimu,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
eczgwwp,dgtrbxs,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
eczrfod,aixptlj,gfvqosz,Comparing numbers with the same number of decimal places. 
eczsqzd,etiiipt,mlfcler,Adding and subtracting decimals using known facts.
eczvrvl,kibyjmq,lcugnct,Adding three 1-digit numbers
edajifw,dbmaagn,eutvmtf,Solving problems using the order of operations.
edawely,clfwmzn,khgykop,"Ordering numbers up to 1,000,000."
edbbfrb,lihlzod,jfvgeod,Multiplying up to 3-digits using short multiplication.
edbjusr,lxbctcq,ixlglnr,"Rounding numbers to the nearest 100 and 1,000."
edbmjaj,ciugzyh,kbxayvd,Finding common factors of two numbers.
edbwjfn,fkejhvc,mywwxjv,Knowing 2/4 is equal to 1/2. 
edcotvy,huvoluw,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
edctmjb,nmnwqwy,emnvuqq,Writing money using £ and p.
eddrqfq,lwvsrsy,bmtcjox,Converting between units of measure.
eddvwty,bucrqcg,dzbfsdd,Finding square numbers.
edecwrr,kctutpz,khgykop,"Ordering numbers up to 1,000,000."
edejlsl,kiddyjl,hqhxjlu,Solving Linear Equations.
edetogl,fsszbdq,meqpwaq,Solving real-life problems with remainders.
edeugyr,cnzvgra,gfvqosz,Comparing numbers with the same number of decimal places. 
edfjmmd,gdxtgbn,krfuudx,Counting in multiples.
edfuesm,dipemyw,mcnzvid,Developing Fluency with Addition and Subtraction
edgkevl,hxazzxr,cpgyqua,Writing tenths as decimals.
edgkkyz,npmibfw,colhpld,Finding the difference. 
edgmzea,btspghq,lortfat,Rounding numbers to the nearest tenth.
edgomwq,crohsud,cjlaygb,Estimating the position of tenths and hundredths on a number line.
edgpkfh,awwgxrk,folqlut,Comparing numbers with up to 2 decimal places using money.
edgvgug,jjzvyhh,gsowtvc,Solving real-life problems with bar models.
edhhhyx,gcujqce,kzsdnlz,Using the number line with decimal values.
edhmuaj,aveijct,luxensj,Comparing numbers with up to 2 decimal places.
edhoyzf,jlcpjzi,nlerqfa,Describing 2D shapes. 
ediivwe,bwqdqpj,gbamvgm,Adding money using the column method.
edikvwo,akdaixb,hkvfqph,Finding the lowest common multiple using listing.
ediryvv,lgnffzt,bmtcjox,Converting between units of measure.
ediyjcm,hjdeuks,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
edjeqmo,lncirga,cxsqujf,Using a number line to show the position of 2-digit numbers. 
edjqwol,mnkmope,jzbokzb,Using mental strategies to divide.
edkudaw,jmbalor,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
edldpca,fdkcook,guhomsj,Adding and subtracting fractions including mixed numbers.
edlmuhw,exdgnsk,mcnzvid,Developing Fluency with Addition and Subtraction
edmeknp,kmoktgg,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
edmrpun,izpiqug,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
edmsjpj,ijzgmcy,kccejva,Multiplying using short multiplication.
edoedsk,kfycprr,acvbcev,Comparing fractions using reasoning.
edohbqi,jpeunxb,hdmckzm,Calculating areas.
edojdqz,iiupjlz,krfuudx,Counting in multiples.
edpawhc,bijlwhc,cayqlmh,Comparing and ordering fractions.
edqayyk,cldmpys,ipbeakp,Finding multiples.
edqdmmz,jezqkff,bwkgtme,"Looking at the 2x, 4x and 8x table. "
edqgtdk,nsydvwp,acvbcev,Comparing fractions using reasoning.
edqhkfn,fkfrfsi,mzfyjyr,Simplifying fractions.
edqihbz,labbbok,meqpwaq,Solving real-life problems with remainders.
edqrcqo,fyiczvt,bllttmr,Writing percentages as fractions and decimals.
edqtldh,ioehxbw,hdcjwuj,Multiplying and dividing by 10. 
edqupme,ifqplbl,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
edqymuh,hcrvokj,ixlglnr,"Rounding numbers to the nearest 100 and 1,000."
edrmlor,gkovkcc,iaxxfeb,Using mental strategies to multiply.
edspbin,ltjetrr,bllttmr,Writing percentages as fractions and decimals.
edssiut,lvpsnln,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
edszvhu,hlafyuc,ctagocd,Comparing and ordering simple fractions.
edtbbvg,gwrnnud,jtdvfzo,Dividing using short division with exchange.
edtfgxj,exjarnx,jczttsr,Writing simple fractions as decimals.
edtgpvf,ilgwsmp,ghqfiye,Working with y=mx+c
edtqzqs,iuhzkvp,cpfyoqp,Drawing and Interpreting Scatter Graphs
edtrgba,dgmkphd,iswyqvs,Using multiplication and division facts up to 12 x 12.
edtvwlb,npclakq,dowlkbk,Boost: Multiplying up to 3-digits using short multiplication
edugtre,mfogybh,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
eduqcsq,ioyhqaz,cpgyqua,Writing tenths as decimals.
edvasty,cbyvsvd,jcqtfrb,Solving problems involving addition and subtraction. 
edvezng,awncwlm,mzfyjyr,Simplifying fractions.
edvqxwa,goacbye,cpgyqua,Writing tenths as decimals.
edvwmtb,ibfdfiw,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
edwhbjg,dlaznpr,ahgjnev,Finding percentages of an amount.
edwijob,aiwqlpj,ahgjnev,Finding percentages of an amount.
edwqmws,gymisjr,icdggsk,"Comparing numbers up to 1,000."
edwyiip,dkfsumy,feiwqxq,Multiplying 2-digit numbers.
edxwbzj,iitvuvz,gtedotd,"Working with Powers, Squares, Cubes and Roots"
edyamvx,hnscfvn,kccejva,Multiplying using short multiplication.
edydahm,dzzijuu,luxensj,Comparing numbers with up to 2 decimal places.
edyduif,keyqhue,mqoudkb,Finding factors.
edymsnb,ctmggqc,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
edzcvyf,jxabvqw,cpgyqua,Writing tenths as decimals.
edzewel,fzkkgsq,lvlmpiw,Calculating the perimeter of rectangles.
edzotyk,gdixyog,advgudi,Using a number line to show fractions.
edztass,noyqvhx,cpgyqua,Writing tenths as decimals.
edztqtu,bnozjdy,mqoudkb,Finding factors.
edzxbba,axwdcwp,cpgyqua,Writing tenths as decimals.
eeabvfq,iwtqaiv,folqlut,Comparing numbers with up to 2 decimal places using money.
eeadmbq,evmjzbg,bwkgtme,"Looking at the 2x, 4x and 8x table. "
eeanwlr,ilkpmdo,jzbokzb,Using mental strategies to divide.
eeaomlo,jszuput,kgxqvtl,"Using 2x, 5x and 10x table. "
eebksuw,fqrskpf,khgykop,"Ordering numbers up to 1,000,000."
eeblxlp,hmakhyx,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
eebtclt,asbonme,gosyndz,Using multiplication to convert units of measure.
eecdgrd,bpzabtx,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
eecofdp,fwnnmgv,bmtcjox,Converting between units of measure.
eecojjs,mxmqssq,hrpfpoj,Using fact families to multiply and divide.
eecplsk,ibouoet,mqoudkb,Finding factors.
eecupne,fgfbosk,folqlut,Comparing numbers with up to 2 decimal places using money.
eedjkxq,nhwzgdb,cjlaygb,Estimating the position of tenths and hundredths on a number line.
eedzdtq,bbgkdoa,mndvwdh,Understanding fractions greater than 1.
eeecqoo,nrsauyz,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
eeeiblo,fefkvxn,jczttsr,Writing simple fractions as decimals.
eeelclc,aotgkqa,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
eeemiep,mgyzevh,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
eeepklc,hrbcpuz,mzfyjyr,Simplifying fractions.
eeeueym,ghpjyvn,hwjxuqg,Subtracting money using the column method.
eeewnup,drxtpbx,ahgjnev,Finding percentages of an amount.
eefadss,kxqegac,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
eefcciq,msxkkwx,luxensj,Comparing numbers with up to 2 decimal places.
eefjsxi,ctjsxos,iswyqvs,Using multiplication and division facts up to 12 x 12.
eefjtmz,kzizgfv,ahgjnev,Finding percentages of an amount.
eefmnmb,dvznhgy,bllttmr,Writing percentages as fractions and decimals.
eefuumu,jjvpwjf,ittdkew,Finding equivalent fractions.
eegcvxe,cjvjqsx,bwypavr,Multiplying using arrays and the area model. 
eegurdk,dgoihtz,jczttsr,Writing simple fractions as decimals.
eeguvey,mwzsaag,ighwkhu,Multiplying and dividing by 10 and 100.
eegwyrq,gsfuoyf,acvbcev,Comparing fractions using reasoning.
eegxlvz,dysrayx,eiqjtpi,Looking at patterns using a multiplication square. 
eehbcre,efrwgnl,mntjdry,Finding equivalent fractions using a number line.
eehgcun,mncocom,jczttsr,Writing simple fractions as decimals.
eehmfew,momvzvh,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
eehnzfp,aldwmun,bvaxfzg,Adding and subtracting fractions with different denominators.
eehxuce,dimbqiy,iaxxfeb,Using mental strategies to multiply.
eeidxcl,cgkvvad,ipbeakp,Finding multiples.
eeijdsb,fduyion,ittdkew,Finding equivalent fractions.
eeikgeo,nlvtmsj,mqoudkb,Finding factors.
eeiltml,hqzxmzm,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
eejcuvg,csmkqgf,bvaxfzg,Adding and subtracting fractions with different denominators.
eejflha,elbpzrb,jzbokzb,Using mental strategies to divide.
eejgtfk,cxltxur,iiaraus,Solving Area and Perimeter Problems
eejmjmd,nehmgeq,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
eejncit,kghgtbb,cftmnsc,Estimating Calculations
eekaorz,lzhtkxu,luxensj,Comparing numbers with up to 2 decimal places.
eekfmmm,auagtul,ecwvorq,Choosing a mental or written method.
eekmjja,nivzrsb,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
eekrimt,bcapsog,mzfyjyr,Simplifying fractions.
eelbbuf,mhmtmsb,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
eeldwbq,gbbrohh,cpgyqua,Writing tenths as decimals.
eeldzgd,hofyjtm,mzfyjyr,Simplifying fractions.
eelkwem,iqjfdvg,aisoxgv,Using known facts to work out other multiplication facts. 
eelxzzy,cdfmryz,kccejva,Multiplying using short multiplication.
eemorzd,dzjtigx,ajoysag,Multiplying 3 numbers.
eenftmj,kzvvbud,hrpfpoj,Using fact families to multiply and divide.
eengvwi,dekrwhq,ifjeezv,Calculating with Negative Numbers
eenijgc,mavjmwe,ighwkhu,Multiplying and dividing by 10 and 100.
eennkcf,npawomy,ahpsuks,Using tens and ones to make 2-digit numbers. 
eenosgj,mlccgfs,kgxqvtl,"Using 2x, 5x and 10x table. "
eentvrz,axbepzb,bwkgtme,"Looking at the 2x, 4x and 8x table. "
eenwbcr,anevrup,cjlaygb,Estimating the position of tenths and hundredths on a number line.
eenxjps,cfwhszv,cjlaygb,Estimating the position of tenths and hundredths on a number line.
eeocrof,gvbxobn,heqwrmw,Using doubling and halving to find multiplication facts.
eeohlcx,jezcfzn,ikpmfhw,Seeing fractions as numbers. 
eeokkku,ewqnnez,etkffze,Factorising Quadratics (coefficient equal to 1)
eeowvvh,ekgbsbo,hrfpquh,Sharing and grouping. 
eepgolz,gnclmsv,heqwrmw,Using doubling and halving to find multiplication facts.
eepmuyj,ikuigqe,hdmckzm,Calculating areas.
eepphxh,ihodjpk,cpgyqua,Writing tenths as decimals.
eepsysj,fdhzgux,fphoyhe,Showing fractions as parts of a whole. 
eepumsn,edfiblg,aqrhryr,Rounding decimals to the nearest whole number.
eepvooh,mdqavau,mlfcler,Adding and subtracting decimals using known facts.
eepwdaq,jmvequi,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
eepzwfo,bvuehto,lcrktjc,Recognising odd and even numbers
eeqamme,elchbmr,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
eeqckpg,hbnmhza,lortfat,Rounding numbers to the nearest tenth.
eeqtccx,jcvoxqn,ckeifki,Calculating the mean
eerehfc,ichslpo,folqlut,Comparing numbers with up to 2 decimal places using money.
eerkzoh,jlvjurf,krfuudx,Counting in multiples.
eervbga,hmhgsfw,mcnzvid,Developing Fluency with Addition and Subtraction
eeserof,ifldgua,iaxxfeb,Using mental strategies to multiply.
eesiwyk,lpqpcth,jfvgeod,Multiplying up to 3-digits using short multiplication.
eesrjmd,fjldohh,dzbfsdd,Finding square numbers.
eestyqv,emtsgay,hdmckzm,Calculating areas.
eesvrkq,gfosutf,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
eetpsfj,gqvysfd,luxensj,Comparing numbers with up to 2 decimal places.
eetwmph,egoirka,cpgyqua,Writing tenths as decimals.
eetyncn,fjgloxa,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
eeugtcu,equjaov,bvaxfzg,Adding and subtracting fractions with different denominators.
eeugxsv,jzzedds,cayqlmh,Comparing and ordering fractions.
eeuibcy,hgmekym,iswyqvs,Using multiplication and division facts up to 12 x 12.
eeulrwe,itnvlnz,mhaaoki,Using Index Laws
eeuvyub,fyubpgq,colhpld,Finding the difference. 
eevfnsg,cpplhsm,bmtcjox,Converting between units of measure.
eevtuvm,jovlywr,khgykop,"Ordering numbers up to 1,000,000."
eewnlzw,lqcdexx,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
eewtmmn,mfgyoii,jtdvfzo,Dividing using short division with exchange.
eewvtqq,auewbpc,erozqvz,Making a whole. 
eewwhea,crrkgck,bwypavr,Multiplying using arrays and the area model. 
eewzlzz,amdppyc,jfvgeod,Multiplying up to 3-digits using short multiplication.
eexkprm,drghiay,nbnqdnl,Multiplying and dividing decimals using known facts.
eexlkkp,ndhphbw,iaxxfeb,Using mental strategies to multiply.
eexyhwi,fuwdhvt,bvaxfzg,Adding and subtracting fractions with different denominators.
eeygnei,hesbkxy,lcidfkx,Rounding numbers to the nearest 10.
eeyhyas,inyxgge,jloipph,Dividing using partitioning.
eezaphp,gbccfld,aisoxgv,Using known facts to work out other multiplication facts. 
eezbwsq,nfcauih,bllttmr,Writing percentages as fractions and decimals.
eezgqeu,kmogmxo,ggrkdmm,Solving equations with the unknown on both sides
eezpfsn,iyselqa,lortfat,Rounding numbers to the nearest tenth.
eezwmho,mijianr,krfuudx,Counting in multiples.
efagxjl,ijqjkso,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
efaqgap,lzhqrnc,eutvmtf,Solving problems using the order of operations.
efazjng,csvyuzn,ighwkhu,Multiplying and dividing by 10 and 100.
efbbsds,grezohs,htatwwa,Knowing that 10 tens are equal to 100. 
efbneqx,jrcbvqz,invpjcq,"Comparing acute, obtuse and reflex angles."
efbvvxg,mulosvb,npjzxlw,Finding common multiples.
efcfrhz,glstvwy,bfhkqzq,Finding fractions of a set of objects.
efcqdxc,fxcajra,ajoysag,Multiplying 3 numbers.
efcszxo,gdfivwy,mcnzvid,Developing Fluency with Addition and Subtraction
efdgxsn,fopzaxo,jtdvfzo,Dividing using short division with exchange.
efemlix,hpcegrx,mflvjfv,Using known facts to find factors.
efemznw,djtlmvi,npjzxlw,Finding common multiples.
eferjop,btrefyu,cayqlmh,Comparing and ordering fractions.
effdlct,aljasyl,mzfyjyr,Simplifying fractions.
effffiz,kbvggtv,klriafb,Dividing using short division.
efffsiy,bejloji,cjlaygb,Estimating the position of tenths and hundredths on a number line.
effotrm,fhltoxq,kccejva,Multiplying using short multiplication.
effqstu,jvtzfzv,fjibztt,Rounding any whole number
effvypi,mllswhq,jloipph,Dividing using partitioning.
efgazan,ijditgq,bmtcjox,Converting between units of measure.
efgkotg,ixdiaqg,apsqsjm,Writing hundredths as decimals.
efgpdxz,kidpfwn,hfwflag,"Partitioning numbers up to 10,000,000"
efgsoos,bwaxoux,kbxayvd,Finding common factors of two numbers.
efgwhsn,kxcabyc,dufuvhz,Expanding Double Brackets
efgxtro,dntncdx,ittdkew,Finding equivalent fractions.
efhatls,kymwfqb,ighwkhu,Multiplying and dividing by 10 and 100.
efhfthz,nuomnnh,fhbcvwv,Working with Ratio
efhhyfr,moilkvl,jzbokzb,Using mental strategies to divide.
efhnyvc,kpfqcsh,ighwkhu,Multiplying and dividing by 10 and 100.
efhyhvt,nserqtv,folqlut,Comparing numbers with up to 2 decimal places using money.
efirxej,fsfdqvw,folqlut,Comparing numbers with up to 2 decimal places using money.
